Lil' zik,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Lil%27_zik.png?c62f1"),False,0,False,False
Scythe of vitur (uncharged),Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Scythe_of_vitur_%28uncharged%29.png?c82f9"),False,0,False,False
Ghrazi rapier,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Ghrazi_rapier.png?d2266"),False,0,False,False
Sanguinesti staff (uncharged),Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sanguinesti_staff_%28uncharged%29.png?dcaa9"),True,1,False,False
Justiciar faceguard,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Justiciar_faceguard.png?fb842"),False,0,False,False
Justiciar chestguard,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Justiciar_chestguard.png?fb842"),False,0,False,False
Justiciar legguards,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Justiciar_legguards.png?cff7a"),True,1,False,False
Avernic defender hilt,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Avernic_defender_hilt.png?2baad"),True,2,False,False
Vial of blood,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Vial_of_blood.png?4afbb"),True,1541,False,False
Sinhaza shroud tier 1,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sinhaza_shroud_tier_1.png?39875"),False,0,False,False
Sinhaza shroud tier 2,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sinhaza_shroud_tier_2.png?0df0a"),False,0,False,False
Sinhaza shroud tier 3,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sinhaza_shroud_tier_3.png?0df0a"),False,0,False,False
Sinhaza shroud tier 4,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sinhaza_shroud_tier_4.png?a0d07"),False,0,False,False
Sinhaza shroud tier 5,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sinhaza_shroud_tier_5.png?0df0a"),False,0,False,False
Sanguine dust,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sanguine_dust.png?7313d"),False,0,False,False
Holy ornament kit,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Holy_ornament_kit.png?53fc0"),False,0,False,False
Sanguine ornament kit,Raids,Theatre of Blood,=IMAGE("https://oldschool.runescape.wiki/images/Sanguine_ornament_kit.png?7313d"),False,0,False,False
Olmlet,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Olmlet.png?d8722"),False,0,False,False
Metamorphic dust,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Metamorphic_dust.png?ccf02"),False,0,False,False
Twisted bow,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Twisted_bow.png?08f42"),True,2,False,False
Elder maul,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Elder_maul.png?0a875"),False,0,False,False
Kodai insignia,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Kodai_insignia.png?ec129"),False,0,False,False
Dragon claws,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_claws.png?c85b3"),True,1,False,False
Ancestral hat,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Ancestral_hat.png?ec289"),True,1,False,False
Ancestral robe top,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Ancestral_robe_top.png?8d9e1"),False,0,False,False
Ancestral robe bottom,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Ancestral_robe_bottom.png?15de7"),False,0,False,False
Dinh's bulwark,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Dinh%27s_bulwark.png?2c9d4"),False,0,False,False
Dexterous prayer scroll,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Dexterous_prayer_scroll.png?6b57c"),True,5,False,False
Arcane prayer scroll,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Arcane_prayer_scroll.png?1f712"),True,3,False,False
Dragon hunter crossbow,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_hunter_crossbow.png?cc5f3"),True,1,False,False
Twisted buckler,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Twisted_buckler.png?5c5a6"),False,0,False,False
Torn prayer scroll,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Torn_prayer_scroll.png?c9227"),True,23,False,False
Dark relic,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Dark_relic.png?cb9aa"),True,31,False,False
Onyx,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Onyx.png?8bdb9"),False,0,False,False
Twisted ancestral colour kit,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Twisted_ancestral_colour_kit.png?849c7"),False,0,False,False
Xeric's guard,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Xeric%27s_guard.png?046c7"),False,0,False,False
Xeric's warrior,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Xeric%27s_warrior.png?046c7"),False,0,False,False
Xeric's sentinel,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Xeric%27s_sentinel.png?046c7"),False,0,False,False
Xeric's general,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Xeric%27s_general.png?046c7"),False,0,False,False
Xeric's champion,Raids,Chambers of Xeric,=IMAGE("https://oldschool.runescape.wiki/images/Xeric%27s_champion.png?046c7"),False,0,False,False
Nexling,Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Nexling.png?23e0d"),False,0,False,False
Ancient hilt,Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Ancient_hilt.png?ab0b0"),False,0,False,False
Nihil horn,Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Nihil_horn.png?f4677"),False,0,False,False
Zaryte vambraces,Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Zaryte_vambraces.png?5828d"),False,0,False,False
Torva full helm (damaged),Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Torva_full_helm_%28damaged%29.png?e82f5"),False,0,False,False
Torva platebody (damaged),Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Torva_platebody_%28damaged%29.png?e82f5"),False,0,False,False
Torva platelegs (damaged),Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Torva_platelegs_%28damaged%29.png?e82f5"),False,0,False,False
Nihil shard,Bosses,Nex,=IMAGE("https://oldschool.runescape.wiki/images/Nihil_shard.png?c9f7c"),False,0,False,False
Phoenix,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Phoenix.png?fe846"),False,0,False,False
Tome of fire (empty),Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Tome_of_fire_%28empty%29.png?c9227"),True,1,False,False
Burnt page,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Burnt_page.png?56d17"),True,232,False,False
Pyromancer garb,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Pyromancer_garb.png?9a45f"),True,2,False,False
Pyromancer hood,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Pyromancer_hood.png?3a750"),True,2,False,False
Pyromancer robe,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Pyromancer_robe.png?9a45f"),True,1,False,False
Pyromancer boots,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Pyromancer_boots.png?ed4b0"),True,1,False,False
Warm gloves,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Warm_gloves.png?43659"),True,2,False,False
Bruma torch,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Bruma_torch.png?c50c3"),True,3,False,False
Dragon axe,Bosses,Wintertodt,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_axe.png?c85b3"),True,3,False,False
Pet general graardor,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Pet_general_graardor.png?85699"),False,0,False,False
Bandos chestplate,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Bandos_chestplate.png?f928c"),True,1,False,False
Bandos tassets,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Bandos_tassets.png?f928c"),True,1,False,False
Bandos boots,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Bandos_boots.png?f928c"),False,0,False,False
Bandos hilt,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Bandos_hilt.png?f928c"),True,1,False,False
Godsword shard 1,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_1.png?fc2ef"),True,1,False,False
Godsword shard 2,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_2.png?06911"),True,2,False,False
Godsword shard 3,Bosses,General Graardor,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_3.png?fc2ef"),True,1,False,False
Little nightmare,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Little_nightmare.png?f3f6a"),False,0,False,False
Inquisitor's mace,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Inquisitor%27s_mace.png?13f14"),False,0,False,False
Inquisitor's great helm,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Inquisitor%27s_great_helm.png?e75c0"),False,0,False,False
Inquisitor's hauberk,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Inquisitor%27s_hauberk.png?19317"),False,0,False,False
Inquisitor's plateskirt,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Inquisitor%27s_plateskirt.png?19317"),False,0,False,False
Nightmare staff,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Nightmare_staff.png?1bf3c"),False,0,False,False
Volatile orb,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Volatile_orb.png?a7de8"),False,0,False,False
Harmonised orb,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Harmonised_orb.png?bfea5"),False,0,False,False
Eldritch orb,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Eldritch_orb.png?7a7c0"),False,0,False,False
Jar of dreams,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Jar_of_dreams.png?1c297"),False,0,False,False
Slepey tablet,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Slepey_tablet.png?1d1f2"),False,0,False,False
Parasitic egg,Bosses,The Nightmare,=IMAGE("https://oldschool.runescape.wiki/images/Parasitic_egg.png?d6cfc"),False,0,False,False
Pet dark core,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Pet_dark_core.png?85699"),False,0,False,False
Elysian sigil,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Elysian_sigil.png?1bc1e"),False,0,False,False
Spectral sigil,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Spectral_sigil.png?ca31d"),False,0,False,False
Arcane sigil,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Arcane_sigil.png?1f712"),False,0,False,False
Holy elixir,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Holy_elixir.png?53fc0"),False,0,False,False
Spirit shield,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_shield.png?e8969"),False,0,False,False
Jar of spirits,Bosses,Corporeal Beast,=IMAGE("https://oldschool.runescape.wiki/images/Jar_of_spirits.png?1c297"),False,0,False,False
Venenatis spiderling,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Venenatis_spiderling.png?26d89"),False,0,False,False
Treasonous ring,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Treasonous_ring.png?79f0d"),False,0,False,False
Dragon pickaxe,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_pickaxe.png?c85b3"),True,1,False,False
Dragon 2h sword,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_2h_sword.png?e2602"),True,4,False,False
Fangs of venenatis,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Fangs_of_venenatis.png?d6057"),False,0,False,False
Voidwaker gem,Bosses,Venenatis and Spindel,=IMAGE("https://oldschool.runescape.wiki/images/Voidwaker_gem.png?dd2ac"),False,0,False,False
Butch,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Butch.png?99060"),False,0,False,False
Executioner's axe head,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Executioner%27s_axe_head.png?7f747"),True,1,False,False
Virtus mask,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_mask.png?3a5cd"),False,0,False,False
Virtus robe top,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_robe_top.png?3a5cd"),True,1,False,False
Virtus robe bottom,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_robe_bottom.png?9604a"),True,2,False,False
Ultor vestige,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Ultor_vestige.png?9ca39"),False,0,False,False
Blood quartz,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Blood_quartz.png?7f747"),True,12,False,False
Strangled tablet,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Strangled_tablet.png?7f747"),True,1,False,False
Chromium ingot,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Chromium_ingot.png?7f747"),True,2,False,False
Awakener's orb,Bosses,Vardorvis,=IMAGE("https://oldschool.runescape.wiki/images/Awakener%27s_orb.png?99060"),True,21,False,False
Jal-nib-rek,Bosses,The Inferno,=IMAGE("https://oldschool.runescape.wiki/images/Jal-nib-rek.png?b3ec1"),False,0,False,False
Infernal cape,Bosses,The Inferno,=IMAGE("https://oldschool.runescape.wiki/images/Infernal_cape.png?80b36"),True,1,False,False
Pet chaos elemental,Bosses,Chaos Fanatic,=IMAGE("https://oldschool.runescape.wiki/images/Pet_chaos_elemental.png?e2d9b"),False,0,False,False
Odium shard 1,Bosses,Chaos Fanatic,=IMAGE("https://oldschool.runescape.wiki/images/Odium_shard_1.png?4af0a"),True,1,False,False
Malediction shard 1,Bosses,Chaos Fanatic,=IMAGE("https://oldschool.runescape.wiki/images/Malediction_shard_1.png?ed6d0"),False,0,False,False
Bottomless compost bucket,Bosses,Hespori,=IMAGE("https://oldschool.runescape.wiki/images/Bottomless_compost_bucket.png?3fbd5"),True,6,False,False
Iasor seed,Bosses,Hespori,=IMAGE("https://oldschool.runescape.wiki/images/Iasor_seed_5.png?89b2f"),True,61,False,False
Kronos seed,Bosses,Hespori,=IMAGE("https://oldschool.runescape.wiki/images/Kronos_seed_5.png?22805"),True,40,False,False
Attas seed,Bosses,Hespori,=IMAGE("https://oldschool.runescape.wiki/images/Attas_seed_5.png?760b2"),True,61,False,False
Scurry,Bosses,Scurrius,=IMAGE("https://oldschool.runescape.wiki/images/Scurry.png?a2a6a"),False,0,False,False
Scurrius' spine,Bosses,Scurrius,=IMAGE("https://oldschool.runescape.wiki/images/Scurrius%27_spine.png?a2a6a"),False,0,False,False
Tzrek-jad,Bosses,The Fight Caves,=IMAGE("https://oldschool.runescape.wiki/images/Tzrek-jad.png?420f4"),False,0,False,False
Fire cape,Bosses,The Fight Caves,=IMAGE("https://oldschool.runescape.wiki/images/Fire_cape.png?5abba"),True,17,False,False
Noon,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Noon.png?4068d"),False,0,False,False
Black tourmaline core,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Black_tourmaline_core.png?5e74f"),False,0,False,False
Granite gloves,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Granite_gloves.png?fee90"),False,0,False,False
Granite ring,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Granite_ring.png?4e070"),False,0,False,False
Granite hammer,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Granite_hammer.png?e75c0"),False,0,False,False
Jar of stone,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Jar_of_stone.png?1c297"),False,0,False,False
Granite dust,Bosses,Grotesque Guardians,=IMAGE("https://oldschool.runescape.wiki/images/Granite_dust.png?fee90"),True,3211,False,False
Wisp,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Wisp.png?99060"),False,0,False,False
Siren's staff,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Siren%27s_staff.png?7f747"),False,0,False,False
Virtus mask,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_mask.png?3a5cd"),False,0,False,True
Virtus robe top,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_robe_top.png?3a5cd"),False,0,False,True
Virtus robe bottom,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Virtus_robe_bottom.png?9604a"),True,2,False,True
Bellator vestige,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Bellator_vestige.png?a5c3b"),False,0,False,False
Shadow quartz,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Shadow_quartz.png?7f747"),False,0,False,False
Sirenic tablet,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Sirenic_tablet.png?7f747"),True,1,False,False
Chromium ingot,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Chromium_ingot.png?7f747"),True,1,False,True
Awakener's orb,Bosses,The Whisperer,=IMAGE("https://oldschool.runescape.wiki/images/Awakener%27s_orb.png?99060"),False,0,False,True
Pet kree'arra,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Pet_kree%27arra.png?f3f6a"),False,0,False,False
Armadyl helmet,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Armadyl_helmet.png?e56f0"),False,0,False,False
Armadyl chestplate,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Armadyl_chestplate.png?e56f0"),False,0,False,False
Armadyl chainskirt,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Armadyl_chainskirt.png?e56f0"),False,0,False,False
Armadyl hilt,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Armadyl_hilt.png?e56f0"),False,0,False,False
Godsword shard 1,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_1.png?fc2ef"),True,1,False,True
Godsword shard 2,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_2.png?06911"),True,2,False,True
Godsword shard 3,Bosses,Kree'arra,=IMAGE("https://oldschool.runescape.wiki/images/Godsword_shard_3.png?fc2ef"),True,1,False,True
Odium shard 2,Bosses,Crazy Archaeologist,=IMAGE("https://oldschool.runescape.wiki/images/Odium_shard_2.png?4af0a"),False,0,False,False
Malediction shard 2,Bosses,Crazy Archaeologist,=IMAGE("https://oldschool.runescape.wiki/images/Malediction_shard_2.png?ed6d0"),False,0,False,False
Fedora,Bosses,Crazy Archaeologist,=IMAGE("https://oldschool.runescape.wiki/images/Fedora.png?0417c"),False,0,False,False
Tiny tempor,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Tiny_tempor.png?77385"),False,0,False,False
Big harpoonfish,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Big_harpoonfish.png?356fd"),False,0,False,False
Spirit angler headband,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_angler_headband.png?848ff"),False,0,False,False
Spirit angler top,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_angler_top.png?e8969"),False,0,False,False
Spirit angler waders,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_angler_waders.png?e8969"),False,0,False,False
Spirit angler boots,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_angler_boots.png?e8969"),False,0,False,False
Tome of water (empty),Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Tome_of_water_%28empty%29.png?c9227"),False,0,False,False
Soaked page,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Soaked_page.png?44c1f"),True,6,False,False
Tackle box,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Tackle_box.png?fa231"),False,0,False,False
Fish barrel,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Fish_barrel.png?006fa"),True,1,False,False
Dragon harpoon,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_harpoon.png?cc5f3"),True,1,False,False
Spirit flakes,Bosses,Tempoross,=IMAGE("https://oldschool.runescape.wiki/images/Spirit_flakes_9.png?e3821"),True,1947,False,False
Muphin,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Muphin_%28ranged%29.png?11c7e"),False,0,False,False
Venator shard,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Venator_shard.png?6600c"),True,3,False,False
Ancient icon,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Ancient_icon.png?87045"),True,12,False,False
Charged ice,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Charged_ice.png?e65e2"),True,1,False,False
Frozen cache,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Frozen_cache.png?e65e2"),True,5,False,False
Ancient essence,Bosses,Phantom Muspah,=IMAGE("https://oldschool.runescape.wiki/images/Ancient_essence_500.png?87045"),True,65535,False,False
Ikkle hydra,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Ikkle_hydra_%28serpentine%29.png?80b36"),False,0,False,False
Hydra's claw,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra%27s_claw.png?7331d"),False,0,False,False
Hydra tail,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra_tail.png?7331d"),True,2,False,False
Hydra leather,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra_leather.png?7331d"),True,1,False,False
Hydra's fang,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra%27s_fang.png?7331d"),True,1,False,False
Hydra's eye,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra%27s_eye.png?7331d"),True,2,False,False
Hydra's heart,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Hydra%27s_heart.png?1940c"),True,1,False,False
Dragon knife,Bosses,Alchemical Hydra,=IMAGE("https://oldschool.runescape.wiki/images/Dragon_knife.png?8fa13"),True,1230,False,False
